userId,title,rating,movieId
2,Raiders of the Lost Ark,8.0,162
2,Memento,9.0,149
2,Toy Story 2,6.5,166
2,Harry Potter and the Philosopher's Stone,10.0,30
2,Harry Potter and the Half-Blood Prince,6.0,76
2,The Revenant,6.0,44
2,Spider-Man 3,7.5,182
2,Mad Max: Fury Road,8.0,9
2,Prometheus,7.0,82
3,Pacific Rim,7.5,92
3,Despicable Me,4.5,42
3,The Wolverine,8.5,146
3,Twilight,5.5,183
3,WALL·E,8.5,47
3,2012,8.0,87
3,A Good Day to Die Hard,5.5,190
3,Casino Royale,7.0,161
3,Finding Nemo,9.5,50
3,Nightcrawler,8.0,199
3,Argo,8.0,196
3,Transformers,5.0,148
3,Kick-Ass,8.5,103
3,Toy Story,8.0,77
3,Blade Runner,6.5,188
3,Star Wars: Episode II - Attack of the Clones,7.0,151
3,Men in Black,4.5,124
3,The Dark Knight,10.0,1
3,The Fault in Our Stars,6.5,171
3,The Hobbit: The Desolation of Smaug,9.5,111
3,The Silence of the Lambs,7.0,119
3,Iron Man,8.0,14
3,V for Vendetta,6.5,120
3,12 Years a Slave,9.0,176
3,300,6.5,84
3,X-Men: The Last Stand,7.0,187
3,X-Men: First Class,7.0,80
3,Forrest Gump,6.5,21
3,The Hunger Games: Catching Fire,8.0,41
3,Star Trek Into Darkness,7.0,123
3,Thor: The Dark World,8.0,94
3,Zombieland,7.0,184
3,The Truman Show,7.5,109
3,Spider-Man 3,8.0,182
3,Black Swan,10.0,122
3,Birdman,8.5,110
3,Fury,7.0,156
3,Spectre,6.0,118
3,Up,6.5,33
3,Batman v Superman: Dawn of Justice,5.0,31
3,Inside Out,7.5,39
3,"I, Robot",9.0,168
3,The Avengers,7.0,3
3,The Hobbit: The Battle of the Five Armies,5.5,93
3,Harry Potter and the Goblet of Fire,7.5,67
3,Donnie Darko,8.0,192
3,Her,8.0,143
3,The Imitation Game,9.0,66
3,X-Men: Apocalypse,6.5,97
3,Cars,7.5,159
3,Back to the Future,7.0,51
3,Reservoir Dogs,10.0,175
3,Edward Scissorhands,8.0,180
3,Die Hard,8.0,155
3,Star Wars,7.0,36
3,Skyfall,7.5,22
3,X-Men: Days of Future Past,8.5,52
3,Taken,6.0,128
4,The Shining,6.0,172
4,X-Men Origins: Wolverine,6.0,150
4,The Lord of the Rings: The Fellowship of the Ring,8.0,15
4,Transformers,8.5,148
4,Harry Potter and the Chamber of Secrets,8.0,60
4,Divergent,8.5,101
4,The Hangover Part II,6.5,173
4,Aladdin,7.5,198
4,Ted,6.5,98
4,The Prestige,7.5,126
4,Reservoir Dogs,6.5,175
4,Spirited Away,9.5,163
4,Brave,5.0,104
4,X-Men: Days of Future Past,7.0,52
4,Man of Steel,6.0,45
4,Alien,8.5,116
4,Rise of the Planet of the Apes,9.0,129
4,I Am Legend,8.5,90
4,Minions,7.0,107
4,Despicable Me,6.5,42
4,The Wolverine,6.0,146
4,Men in Black 3,6.0,139
4,Oz: The Great and Powerful,5.0,185
4,X-Men,6.5,142
4,Kill Bill: Vol. 2,7.0,154
4,300,6.5,84
4,Batman Begins,8.5,26
4,Star Trek Into Darkness,6.0,123
4,Taken,6.5,128
4,Pirates of the Caribbean: Dead Man's Chest,5.0,79
4,Captain America: Civil War,9.0,28
4,Maleficent,6.0,115
4,WALL·E,8.5,47
4,The Empire Strikes Back,9.0,56
4,Django Unchained,9.5,6
4,Pirates of the Caribbean: At World's End,6.5,114
4,Back to the Future,7.0,51
4,Ratatouille,5.5,127
4,Ant-Man,3.5,55
4,Thor,7.0,40
4,Mission: Impossible - Ghost Protocol,7.5,153
4,"Monsters, Inc.",8.0,53
4,Alice in Wonderland,4.5,102
4,The Matrix Reloaded,8.0,193
5,The Lord of the Rings: The Fellowship of the Ring,7.0,15
5,The Hangover Part II,5.0,173
5,Rise of the Planet of the Apes,8.0,129
5,X-Men,4.5,142
5,Edward Scissorhands,9.0,180
5,Elysium,5.0,194
5,Spider-Man 2,6.5,132
5,Transformers,8.0,148
5,Oz: The Great and Powerful,6.0,185
5,Jurassic Park,8.5,89
5,The Hateful Eight,8.5,133
5,Insurgent,7.5,164
5,The Amazing Spider-Man 2,8.0,137
5,Donnie Darko,7.0,192
5,Alien,8.5,116
5,Dawn of the Planet of the Apes,5.5,125
5,Furious 7,7.0,138
5,How to Train Your Dragon,8.5,135
5,Back to the Future Part II,7.5,165
5,Men in Black,7.5,124
5,The Matrix,7.5,12
5,Back to the Future,9.5,51
5,The Wolf of Wall Street,8.0,38
5,Harry Potter and the Chamber of Secrets,7.0,60
5,Avatar,8.5,2
5,V for Vendetta,6.0,120
5,The Matrix Reloaded,7.5,193
5,Iron Man,6.0,14
5,Pirates of the Caribbean: Dead Man's Chest,8.5,79
5,WALL·E,7.5,47
5,Ant-Man,7.0,55
5,Minions,7.0,107
5,X-Men: The Last Stand,4.0,187
5,Memento,7.5,149
5,Thor: The Dark World,8.0,94
5,I Am Legend,8.0,90
5,Terminator 2: Judgment Day,8.0,136
5,Men in Black 3,4.5,139
5,A Good Day to Die Hard,6.0,190
5,Birdman,8.5,110
5,Big Hero 6,8.0,49
6,The Great Gatsby,7.5,170
6,Silver Linings Playbook,6.0,95
6,Inception,9.5,0
6,Forrest Gump,6.5,21
6,Se7en,7.5,63
6,Iron Man,8.0,14
6,The Lord of the Rings: The Return of the King,10.0,20
6,Suicide Squad,6.0,25
6,Inglourious Basterds,7.0,43
6,Kill Bill: Vol. 2,10.0,154
6,The Hateful Eight,6.0,133
6,Gravity,4.5,65
6,The Secret Life of Pets,6.5,191
6,Iron Man 2,6.0,34
6,300,6.0,84
6,Rise of the Planet of the Apes,8.0,129
6,Terminator 2: Judgment Day,8.0,136
6,The Amazing Spider-Man 2,6.0,137
6,X-Men: First Class,5.5,80
6,Pirates of the Caribbean: On Stranger Tides,7.5,86
6,Donnie Darko,8.5,192
6,Dawn of the Planet of the Apes,7.0,125
6,Harry Potter and the Order of the Phoenix,9.5,70
6,Titanic,6.0,23
6,Up,6.0,33
6,Guardians of the Galaxy,7.0,7
6,Star Wars: Episode II - Attack of the Clones,6.5,151
6,Pirates of the Caribbean: At World's End,7.0,114
6,Ratatouille,7.0,127
6,Reservoir Dogs,8.5,175
6,The Godfather,7.0,54
6,Kill Bill: Vol. 1,9.5,85
6,Casino Royale,7.0,161
6,Finding Nemo,9.0,50
6,The Dark Knight Rises,8.0,11
6,Minions,7.0,107
6,Memento,9.0,149
6,Maleficent,7.5,115
6,The Dark Knight,9.0,1
6,Her,9.5,143
6,The Hobbit: The Battle of the Five Armies,7.5,93
6,Big Hero 6,8.5,49
6,Spirited Away,8.0,163
6,Captain America: The First Avenger,8.5,29
6,Die Hard,6.5,155
6,Men in Black,9.0,124
6,The Fast and the Furious,6.5,195
6,Monsters University,5.5,186
6,Skyfall,7.0,22
6,Harry Potter and the Philosopher's Stone,6.5,30
6,Schindler's List,9.5,131
6,Pirates of the Caribbean: Dead Man's Chest,6.0,79
6,Jurassic Park,7.0,89
6,Django Unchained,5.5,6
7,The Hobbit: The Battle of the Five Armies,9.0,93
7,300,5.0,84
7,Return of the Jedi,8.5,100
7,Star Wars: Episode II - Attack of the Clones,4.0,151
7,Star Trek Into Darkness,8.0,123
7,X-Men: The Last Stand,7.5,187
7,Brave,8.0,104
7,The Terminator,7.0,140
7,Shrek,9.0,145
7,Elysium,9.0,194
7,The Shining,7.5,172
7,The Grand Budapest Hotel,7.5,112
7,The Lord of the Rings: The Fellowship of the Ring,8.0,15
7,12 Years a Slave,7.5,176
7,Harry Potter and the Order of the Phoenix,6.5,70
7,Mad Max: Fury Road,6.5,9
7,Oz: The Great and Powerful,8.0,185
7,Back to the Future,9.0,51
7,Raiders of the Lost Ark,7.0,162
7,Spider-Man 2,4.0,132
7,I Am Legend,5.0,90
7,WALL·E,8.5,47
7,Inception,5.5,0
7,Captain America: Civil War,7.5,28
7,In Time,5.5,197
7,The Empire Strikes Back,8.5,56
7,The Imitation Game,8.0,66
8,Alice in Wonderland,6.5,102
8,Return of the Jedi,7.0,100
8,The Hateful Eight,8.0,133
8,Mission: Impossible - Ghost Protocol,6.5,153
8,Catch Me If You Can,7.0,167
8,Reservoir Dogs,10.0,175
8,Toy Story 3,8.5,106
8,Big Hero 6,5.5,49
8,Edward Scissorhands,5.0,180
8,Interstellar,9.5,5
8,Iron Man 3,6.0,13
8,Furious 7,5.5,138
8,X-Men Origins: Wolverine,7.5,150
8,The Hobbit: The Battle of the Five Armies,7.5,93
8,The Departed,8.0,130
8,V for Vendetta,8.5,120
8,Zombieland,5.5,184
8,Jurassic World,4.5,16
8,Saving Private Ryan,10.0,83
8,Maleficent,5.5,115
8,Se7en,6.5,63
8,X2,5.5,189
8,Men in Black 3,8.5,139
8,Ratatouille,8.0,127
8,Batman v Superman: Dawn of Justice,7.0,31
8,Thor: The Dark World,7.0,94
8,Ex Machina,7.0,96
9,Ant-Man,7.0,55
9,Edward Scissorhands,10.0,180
9,Now You See Me,6.5,71
9,Jurassic Park,7.0,89
9,Inside Out,9.0,39
9,Star Wars,6.5,36
9,The Terminator,8.0,140
9,Cars,8.0,159
9,Terminator Genisys,5.5,178
9,Ice Age,8.5,160
9,Black Swan,7.5,122
9,Titanic,6.5,23
9,WALL·E,7.5,47
9,Ex Machina,7.0,96
9,Furious 7,7.0,138
9,Inception,8.5,0
9,Suicide Squad,6.5,25
9,Man of Steel,7.0,45
9,The Empire Strikes Back,5.5,56
9,Harry Potter and the Chamber of Secrets,7.5,60
9,The Hunger Games: Mockingjay - Part 1,5.0,68
9,The Wolf of Wall Street,7.5,38
9,X-Men: First Class,7.0,80
9,Terminator 2: Judgment Day,9.0,136
9,The Departed,8.0,130
9,Pacific Rim,7.0,92
9,The Truman Show,9.0,109
10,21 Jump Street,8.0,144
10,Prometheus,5.0,82
10,Looper,7.5,99
10,The Hunger Games: Catching Fire,6.5,41
10,World War Z,6.5,69
10,Divergent,7.5,101
10,Alice in Wonderland,7.0,102
10,Pirates of the Caribbean: The Curse of the Black Pearl,6.5,32
10,The Lion King,9.5,73
10,The Wolverine,7.0,146
10,Ted,5.0,98
10,The Great Gatsby,5.5,170
10,Harry Potter and the Order of the Phoenix,7.5,70
10,Pirates of the Caribbean: On Stranger Tides,7.5,86
10,The Imitation Game,9.0,66
10,X2,7.0,189
10,Jurassic Park,7.5,89
10,Spider-Man 3,6.5,182
10,X-Men: The Last Stand,5.5,187
10,Life of Pi,9.0,61
10,Schindler's List,10.0,131
10,The Secret Life of Pets,6.5,191
10,The Hangover Part II,6.5,173
10,The Revenant,7.0,44
10,Alien,8.5,116
10,Toy Story 2,6.5,166
10,Star Wars: Episode III - Revenge of the Sith,4.5,141
10,Black Swan,4.0,122
10,Drive,6.5,174
10,Pirates of the Caribbean: Dead Man's Chest,7.0,79
10,Sherlock Holmes: A Game of Shadows,7.5,157
10,The Hunger Games: Mockingjay - Part 1,6.0,68
10,The Prestige,8.0,126
10,Shrek,7.0,145
10,WALL·E,6.5,47
10,Ocean's Eleven,7.0,169
10,Terminator Genisys,7.0,178
10,Saving Private Ryan,7.0,83
10,Blade Runner,7.0,188
10,Inside Out,6.5,39
10,Frozen,5.0,75
10,Eternal Sunshine of the Spotless Mind,7.5,177
10,Wreck-It Ralph,8.0,108
11,Up,7.0,33
11,Terminator 2: Judgment Day,7.5,136
11,Silver Linings Playbook,7.0,95
11,Man of Steel,6.0,45
11,Taken,8.0,128
11,X-Men: Days of Future Past,7.5,52
11,Black Swan,6.5,122
11,The Imitation Game,8.5,66
11,"Monsters, Inc.",6.0,53
11,Divergent,9.5,101
11,Back to the Future Part II,9.5,165
11,Pulp Fiction,9.0,17
11,The Fault in Our Stars,8.0,171
11,Iron Man 2,7.0,34
11,Captain America: Civil War,6.5,28
11,Furious 7,7.5,138
11,Gladiator,7.0,72
11,Rise of the Planet of the Apes,7.5,129
11,The Hobbit: The Battle of the Five Armies,8.0,93
11,The Maze Runner,6.5,74
11,The Grand Budapest Hotel,7.5,112
11,Harry Potter and the Philosopher's Stone,6.0,30
11,Toy Story,9.5,77
11,Star Trek Into Darkness,7.0,123
11,The Terminator,7.0,140
11,Elysium,7.0,194
11,Star Wars: Episode I - The Phantom Menace,6.5,121
11,Ex Machina,8.5,96
12,The Incredibles,8.5,81
12,Avatar,8.0,2
12,Zombieland,6.5,184
12,X-Men: The Last Stand,6.5,187
12,21 Jump Street,8.0,144
12,Pulp Fiction,10.0,17
12,Batman v Superman: Dawn of Justice,5.5,31
12,Spider-Man,8.0,78
12,Kick-Ass,8.5,103
12,The Terminator,6.5,140
12,Skyfall,9.0,22
12,Deadpool,6.0,4
12,Spider-Man 2,7.5,132
12,Taken,7.5,128
12,Django Unchained,8.0,6
12,Mad Max: Fury Road,10.0,9
12,The Hobbit: The Desolation of Smaug,7.0,111
12,The Hobbit: The Battle of the Five Armies,6.5,93
12,Men in Black 3,8.0,139
12,X-Men,7.5,142
12,The Fifth Element,9.0,158
12,Lucy,6.5,57
12,Insurgent,6.5,164
12,Terminator Genisys,8.0,178
12,Jurassic Park,6.5,89
13,The Dark Knight,8.0,1
13,Ratatouille,8.5,127
13,The Lion King,9.0,73
13,The Godfather,8.5,54
13,Back to the Future,9.5,51
13,Oblivion,8.0,91
13,Fury,9.0,156
13,The Terminator,6.5,140
13,Mad Max: Fury Road,8.5,9
13,Inside Out,8.5,39
13,Prometheus,8.5,82
13,Brave,6.5,104
13,Birdman,7.0,110
13,The Hunger Games,6.0,8
13,Toy Story,8.0,77
13,The Lord of the Rings: The Fellowship of the Ring,8.5,15
13,Pacific Rim,7.5,92
13,Pirates of the Caribbean: Dead Man's Chest,7.5,79
13,Sherlock Holmes: A Game of Shadows,8.0,157
13,The Departed,7.5,130
13,Ocean's Eleven,6.0,169
13,X-Men,5.5,142
13,Eternal Sunshine of the Spotless Mind,9.0,177
13,The Truman Show,8.5,109
13,Iron Man 3,4.5,13
13,Gone Girl,9.0,59
13,X2,9.0,189
13,Catch Me If You Can,7.0,167
13,The Hobbit: The Desolation of Smaug,8.0,111
13,The Incredibles,7.0,81
13,The Lord of the Rings: The Two Towers,9.0,24
13,Despicable Me,5.5,42
13,Back to the Future Part II,7.5,165
13,Batman Begins,8.5,26
14,Sherlock Holmes,8.5,62
14,Divergent,4.5,101
14,Suicide Squad,6.0,25
14,Men in Black,8.0,124
14,Spider-Man 2,5.0,132
14,Men in Black 3,7.0,139
14,Man of Steel,7.5,45
14,Insurgent,3.5,164
14,The Imitation Game,7.0,66
14,Oz: The Great and Powerful,5.0,185
14,Deadpool,7.0,4
14,Schindler's List,7.5,131
14,Raiders of the Lost Ark,6.5,162
14,The Amazing Spider-Man 2,8.5,137
14,In Time,6.5,197
14,Pirates of the Caribbean: At World's End,6.0,114
14,Gravity,7.5,65
14,"I, Robot",7.5,168
14,Drive,7.5,174
14,The Hangover Part II,6.0,173
14,Donnie Darko,7.0,192
14,Spirited Away,7.5,163
14,Star Wars: Episode I - The Phantom Menace,5.5,121
14,The Fifth Element,7.5,158
14,The Departed,6.5,130
14,Maleficent,7.5,115
14,The Shawshank Redemption,10.0,19
14,X2,7.0,189
14,Birdman,7.0,110
14,Alien,6.5,116
14,The Grand Budapest Hotel,10.0,112
14,Iron Man,6.0,14
14,Life of Pi,8.0,61
14,Her,8.5,143
14,Terminator 2: Judgment Day,7.5,136
14,Toy Story 2,7.0,166
14,The Great Gatsby,5.0,170
14,Kill Bill: Vol. 1,8.0,85
14,Ice Age,8.0,160
14,Memento,7.0,149
14,Alice in Wonderland,6.0,102
14,Now You See Me,7.5,71
14,The Terminator,8.0,140
14,Despicable Me 2,7.0,105
14,Rise of the Planet of the Apes,5.0,129
14,The Secret Life of Pets,5.5,191
14,Wreck-It Ralph,7.5,108
14,Harry Potter and the Half-Blood Prince,8.5,76
14,Iron Man 2,6.0,34
14,Despicable Me,9.5,42
15,Captain America: The First Avenger,4.5,29
15,Sherlock Holmes,8.5,62
15,Harry Potter and the Philosopher's Stone,8.5,30
15,The Dark Knight Rises,7.5,11
15,Zombieland,8.5,184
15,Brave,5.5,104
15,Iron Man 3,5.5,13
15,Spider-Man,8.0,78
15,The Amazing Spider-Man,7.0,37
15,Star Trek Into Darkness,7.0,123
15,Pirates of the Caribbean: The Curse of the Black Pearl,6.0,32
15,Rise of the Planet of the Apes,9.0,129
15,Wreck-It Ralph,5.0,108
15,Spider-Man 2,6.0,132
15,Django Unchained,8.0,6
15,The Secret Life of Pets,8.0,191
15,The Great Gatsby,8.0,170
15,Ex Machina,8.0,96
15,Aladdin,6.5,198
15,The Prestige,8.5,126
15,Terminator Genisys,6.0,178
15,Star Trek,5.5,113
15,The Matrix,9.0,12
15,The Hangover,8.5,48
15,Life of Pi,8.0,61
15,The Fifth Element,7.5,158
15,Star Wars: Episode III - Revenge of the Sith,6.0,141
15,Edward Scissorhands,4.5,180
15,Prometheus,6.5,82
15,The Lord of the Rings: The Two Towers,9.5,24
15,The Dark Knight,9.5,1
15,How to Train Your Dragon,8.5,135
16,How to Train Your Dragon,7.5,135
16,Pulp Fiction,9.5,17
16,X-Men: The Last Stand,6.0,187
16,Star Wars,9.0,36
16,Ant-Man,6.0,55
16,Spider-Man 2,6.5,132
16,The Lord of the Rings: The Return of the King,8.0,20
16,Star Wars: Episode III - Revenge of the Sith,7.5,141
16,The Hangover Part II,6.0,173
16,Fight Club,8.0,10
16,Skyfall,8.0,22
16,Transformers,6.0,148
16,Reservoir Dogs,6.0,175
16,The Green Mile,10.0,147
16,The Truman Show,9.5,109
16,The Lord of the Rings: The Two Towers,6.5,24
16,Harry Potter and the Chamber of Secrets,8.0,60
16,Inside Out,7.5,39
16,Birdman,7.5,110
16,The Hunger Games: Catching Fire,8.0,41
16,Return of the Jedi,7.5,100
16,The Revenant,6.5,44
16,Harry Potter and the Philosopher's Stone,6.5,30
16,Ted,5.0,98
16,Finding Nemo,6.5,50
16,The Avengers,7.5,3
16,I Am Legend,6.0,90
16,Edward Scissorhands,8.5,180
16,Avengers: Age of Ultron,9.0,35
16,Memento,7.5,149
16,Inception,8.5,0
16,The Hunger Games,7.5,8
16,Donnie Darko,8.5,192
16,WALL·E,8.0,47
16,12 Years a Slave,9.0,176
16,Harry Potter and the Half-Blood Prince,8.0,76
16,The Imitation Game,6.5,66
16,Spider-Man 3,7.0,182
16,Up,9.0,33
16,Captain America: The First Avenger,5.5,29
16,Minions,6.5,107
16,Terminator Genisys,6.5,178
17,Guardians of the Galaxy,7.5,7
17,The Shawshank Redemption,7.5,19
17,Harry Potter and the Philosopher's Stone,6.5,30
17,Ocean's Eleven,7.0,169
17,The Amazing Spider-Man 2,6.0,137
17,The Departed,8.5,130
17,Fury,6.5,156
17,Harry Potter and the Prisoner of Azkaban,8.0,58
17,Looper,8.0,99
17,The Great Gatsby,7.5,170
17,Oz: The Great and Powerful,6.0,185
17,Transformers,7.0,148
17,Edward Scissorhands,7.5,180
17,Inglourious Basterds,8.0,43
17,Iron Man 3,6.0,13
17,Charlie and the Chocolate Factory,7.0,179
17,Spectre,6.0,118
17,The Dark Knight Rises,9.5,11
17,Mission: Impossible - Ghost Protocol,8.0,153
17,Despicable Me,5.5,42
17,WALL·E,6.0,47
17,How to Train Your Dragon,7.5,135
17,Aladdin,7.0,198
17,The Lord of the Rings: The Fellowship of the Ring,8.0,15
17,X2,7.5,189
18,Die Hard,6.0,155
18,Ex Machina,7.0,96
18,Divergent,7.0,101
18,Alien,7.5,116
18,Black Swan,8.0,122
18,The Secret Life of Pets,6.0,191
18,The Revenant,7.5,44
18,Twilight,5.5,183
18,The Hunger Games: Catching Fire,5.0,41
18,Toy Story 3,5.0,106
18,Suicide Squad,6.5,25
18,Reservoir Dogs,8.5,175
18,Django Unchained,8.5,6
18,Prometheus,6.5,82
18,X-Men: Apocalypse,6.5,97
18,The Silence of the Lambs,9.5,119
18,Harry Potter and the Goblet of Fire,8.0,67
18,Memento,9.5,149
18,The Terminator,7.5,140
18,The Green Mile,8.0,147
18,Maleficent,7.0,115
19,The Hobbit: The Desolation of Smaug,6.5,111
19,The Lord of the Rings: The Return of the King,8.0,20
19,Memento,6.5,149
19,Inception,7.0,0
19,Despicable Me,7.0,42
19,Star Trek,8.5,113
19,Batman Begins,7.5,26
19,Pirates of the Caribbean: The Curse of the Black Pearl,6.5,32
19,Donnie Darko,7.0,192
19,The Hunger Games: Mockingjay - Part 2,6.5,152
19,Blade Runner,9.0,188
19,Shutter Island,9.5,46
19,Spirited Away,8.0,163
19,The Imitation Game,8.0,66
19,Brave,5.0,104
19,X-Men: First Class,9.5,80
19,The Maze Runner,5.5,74
19,Deadpool,9.0,4
19,I Am Legend,6.5,90
19,Toy Story 2,6.5,166
19,21 Jump Street,5.5,144
19,Men in Black 3,9.0,139
19,Iron Man 2,7.0,34
19,V for Vendetta,7.5,120
19,The Fifth Element,8.5,158
19,Argo,6.5,196
19,Harry Potter and the Goblet of Fire,7.5,67
19,Skyfall,7.0,22
19,Whiplash,7.5,134
19,Birdman,9.0,110
19,Aladdin,7.0,198
19,Edge of Tomorrow,5.5,88
19,Gravity,7.0,65
19,Oz: The Great and Powerful,6.0,185
19,"Monsters, Inc.",6.5,53
19,X-Men Origins: Wolverine,5.0,150
19,Avatar,6.5,2
19,Captain America: The First Avenger,8.0,29
19,Ice Age,6.5,160
20,Django Unchained,10.0,6
20,The Hobbit: The Battle of the Five Armies,5.5,93
20,Spirited Away,8.0,163
20,Minions,7.0,107
20,The Amazing Spider-Man 2,7.5,137
20,Charlie and the Chocolate Factory,5.0,179
20,The Departed,6.0,130
20,The Shawshank Redemption,10.0,19
20,Aladdin,6.5,198
20,X-Men: The Last Stand,5.5,187
20,Blade Runner,10.0,188
20,The Hobbit: An Unexpected Journey,7.0,18
20,Toy Story,8.0,77
20,Looper,6.5,99
20,The Revenant,6.0,44
20,Avengers: Age of Ultron,8.0,35
20,Fury,8.0,156
20,Iron Man 3,7.0,13
20,Captain America: Civil War,7.0,28
20,Titanic,7.0,23
20,The Fifth Element,8.5,158
20,The Fast and the Furious,6.5,195
20,The Hangover Part II,6.0,173
20,Pirates of the Caribbean: The Curse of the Black Pearl,8.0,32
20,Harry Potter and the Order of the Phoenix,7.5,70
20,Pacific Rim,8.5,92
20,Ratatouille,5.5,127
20,Harry Potter and the Half-Blood Prince,8.0,76
20,The Lord of the Rings: The Fellowship of the Ring,7.0,15
20,Oz: The Great and Powerful,4.5,185
21,Edward Scissorhands,8.5,180
21,Up,8.0,33
21,The Hunger Games,6.5,8
21,The Secret Life of Pets,6.5,191
21,Inception,7.0,0
21,Men in Black 3,6.5,139
21,X-Men: Days of Future Past,7.5,52
21,Cars,6.0,159
21,Captain America: The Winter Soldier,6.5,64
21,Finding Nemo,7.5,50
21,Blade Runner,8.0,188
21,Ex Machina,7.0,96
21,Harry Potter and the Half-Blood Prince,6.0,76
21,The Green Mile,8.0,147
21,The Wolf of Wall Street,7.5,38
21,The Hangover,6.0,48
21,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,32
21,Ocean's Eleven,9.0,169
21,Inglourious Basterds,7.5,43
21,I Am Legend,8.5,90
21,Rise of the Planet of the Apes,9.5,129
21,Spider-Man 3,5.0,182
21,Now You See Me,7.5,71
21,Kick-Ass,9.5,103
21,Brave,6.5,104
21,The Amazing Spider-Man,6.5,37
21,The Shawshank Redemption,6.5,19
21,World War Z,6.0,69
21,Harry Potter and the Goblet of Fire,8.0,67
21,Back to the Future,10.0,51
21,Saving Private Ryan,7.5,83
21,Edge of Tomorrow,5.5,88
21,Life of Pi,5.5,61
21,The Hobbit: An Unexpected Journey,7.0,18
21,Fury,9.0,156
21,In Time,7.5,197
21,Star Wars: Episode II - Attack of the Clones,7.0,151
21,Raiders of the Lost Ark,9.5,162
21,Memento,7.0,149
21,Looper,6.5,99
21,Aladdin,7.0,198
21,Big Hero 6,7.5,49
21,Ratatouille,6.5,127
21,Spectre,6.0,118
21,Star Wars,8.0,36
21,Harry Potter and the Chamber of Secrets,7.0,60
21,Captain America: Civil War,7.0,28
21,The Hangover Part II,6.5,173
21,The Godfather,10.0,54
21,Spider-Man,8.5,78
21,Suicide Squad,7.0,25
21,Deadpool,6.0,4
21,Twilight,5.5,183
21,Thor: The Dark World,6.5,94
21,Avengers: Age of Ultron,6.5,35
21,Ant-Man,7.5,55
21,Insurgent,4.5,164
21,Jurassic World,8.5,16
21,The Wolverine,7.5,146
22,Ocean's Eleven,8.0,169
22,Fury,9.5,156
22,The Hobbit: The Desolation of Smaug,8.0,111
